"NODE1","COUNTRY1","NODE2","COUNTRY2","DETAIL","USES","TYPE","ROLE","GOODS1","GOODS2","GOODS3","DIR","DIST","TRAVMODE","TRAVTIME","EARLYDATE","LATEDATE","DATAQLTY","SRC","LONG1","LAT1","COORDSRC1","LONG2","LAT2","COORDSRC2","NODEID1","NODEID2","PROBL","DATAID"
"Ahmadnagar","IN","Haidarabad","IN","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC3","Farooque 1977:56-57","74.8","19.133","TGN7001492","78.433","17.367","TGN7001541","578","565","P000","tmcINm1550_015a"
"Ajmer","IN","Burhanpur","IN","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:220-221","74.667","26.483","TGN7001496","76.233","21.3","TGN1074891","587","810","P000","tmcINm1550_016a"
"Ajmer","IN","Jaipur","IN","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:220-221","74.667","26.483","TGN7001496","75.833","26.883","TGN7001544","587","572","P000","tmcINm1550_017a"
"Ajmer","IN","Mandu","IN","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:220-221","74.667","26.483","TGN7001496","75.4","22.367","TGN1076062","587","823","P000","tmcINm1550_018a"
"Allahabad","IN","Patna","IN","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC3","Farooque 1977:56-57","81.849998","25.450001","ADL2410312","85.2","25.617","TGN7001575","507","509","P000","tmcINm1550_019a"
"Alwar","IN","Bayana","IN","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:220-221","76.583","27.533","TGN1074396","77.3","26.917","TGN1074705","589","806","P000","tmcINm1550_020a"
"Alwar","IN","Jaipur","IN","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:220-221","76.583","27.533","TGN1074396","75.833","26.883","TGN7001544","589","572","P000","tmcINm1550_021a"
"Ambala","IN","Shahabad","IN","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:216-217","76.817","30.317","TGN1074408","76.9","30","OWT est","616","854","P000","tmcINm1550_022a"
"Ambala","IN","Sirhind","IN","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:216-217","76.817","30.317","TGN1074408","76.467","30.65","TGN1077002","616","833","P000","tmcINm1550_023a"
"Asirgarh","IN","Burhanpur","IN","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:220-221","76.26667","21.483334","ADL2411034","76.233","21.3","TGN1074891","842","810","P000","tmcINm1550_024a"
"Asirgarh","IN","Handiya","IN","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:220-221","76.26667","21.483334","ADL2411034","76.98333","22.483334","ADL2418999","842","656","P000","tmcINm1550_025a"
"Attock","PK","Peshawar","PK","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:216-217","72.25","33.900002","ADL3237478","71.550003","34.016666","ADL3258652","654","224","P000","tmcINm1550_026a"
"Attock","PK","Rohtas","PK","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:216-217","72.25","33.900002","ADL3237478","73.583336","32.966667","ADL3260391","654","840","P000","tmcINm1550_027a"
"Aurangabad","IN","Burhanpur","IN","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:220-221","75.367","19.867","TGN1074483","76.233","21.3","TGN1074891","803","810","P000","tmcINm1550_028a"
"Balasore","IN","Rajmahal","IN","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC3","Farooque 1977:56-57","86.933","21.5","TGN1074622","87.817","25.05","TGN1076682","805","829","P000","tmcINm1550_030a"
"Bayana","IN","Jaipur","IN","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:220-221","77.3","26.917","TGN1074705","75.833","26.883","TGN7001544","806","572","P000","tmcINm1550_031a"
"Bayana","IN","Sikri","IN","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:220-221","77.3","26.917","TGN1074705","77.65","27.1","TGN1075269","806","832","P000","tmcINm1550_032a"
"Bhimbar","PK","Gujrat","PK","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:216-217","74.133","32.983","TGN1083378","74.083","32.567","TGN1083469","807","816","P000","tmcINm1550_033a"
"Bhimbar","PK","Jhelum","PK","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:216-217","74.133","32.983","TGN1083378","73.73333","32.933334","ADL3248527","807","542","P000","tmcINm1550_034a"
"Bhimbar","PK","Pir Panjal Pass","PK","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:216-217","74.133","32.983","TGN1083378","74.51667","33.633331","ADL2430005","807","652","P000","tmcINm1550_035a"
"Broach","IN","loc01-tmc001214","IN","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:220-221","72.967","21.7","TGN","73.199997","22.299999","ADL2436051","36","590","P000","tmcINm1550_036a"
"Burhanpur","IN","Chopda","IN","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:220-221","76.233","21.3","TGN1074891","75.300003","21.25","ADL2415380","810","812","P000","tmcINm1550_037a"
"Burhanpur","IN","Ahmadnagar","IN","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC3","Farooque 1977:56-57","76.233","21.3","TGN1074891","74.8","19.133","TGN7001492","810","578","P000","tmcINm1550_038a"
"Chopda","IN","Nandurbar","IN","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:220-221","75.300003","21.25","ADL2415380","74.3","21.367","TGN1076367","812","826","P000","tmcINm1550_039a"
"Dacca","BD","Rajmahal","IN","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC3","Farooque 1977:56-57","90.367","23.717","TGN7002586","87.817","25.05","TGN1076682","813","829","P000","tmcINm1550_040a"
"Delhi","IN","Hodal","IN","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:216-217","77.217","28.667","TGN7001535","77.367","27.867","TGN1075487","814","569","P000","tmcINm1550_041a"
"Delhi","IN","Lahore","PK","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC3","Farooque 1977:56-57","77.217","28.667","TGN7001535","74.312775","31.571388","ADL3252984","814","555","P000","tmcINm1550_042a"
"Delhi","IN","Sonepat","IN","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:216-217","77.217","28.667","TGN7001535","77.01667","28.983334","ADL2433863","814","841","P000","tmcINm1550_043a"
"Delhi","IN","Uch","PK","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:216-217","77.217","28.667","TGN7001535","71.05","29.233","TGN1083844","814","837","P000","tmcINm1550_044a"
"Dholpur","IN","Gwalior","IN","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:220-221","77.9","26.7","www.calle.com","78.15","26.2","TGN7001781","815","817","P000","tmcINm1550_045a"
"Ghazni","AF","Kabul","AF","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:216-217","68.416664","33.549999","ADL1009245","69.183","34.517","TGN","514","75","P000","tmcINm1550_046a"
"Gujrat","PK","Lahore","PK","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:216-217","74.083","32.567","TGN1083469","74.312775","31.571388","ADL3252984","816","555","P000","tmcINm1550_047a"
"Gwalior","IN","Narwar","IN","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:220-221","78.15","26.2","TGN7001781","77.900002","25.65","ADL2427792","817","839","P000","tmcINm1550_048a"
"Handiya","IN","Sehore","IN","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:220-221","76.98333","22.483334","ADL2418999","77.083","23.2","TGN1076900","656","830","P000","tmcINm1550_049a"
"Hodal","IN","Mathura","IN","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:216-217","77.367","27.867","TGN1075487","77.7","27.5","TGN7001569","569","824","P000","tmcINm1550_050a"
"Jalalabad","AF","Kabul","AF","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:216-217","70.449997","34.416668","ADL1010821","69.183","34.517","TGN","818","75","P000","tmcINm1550_051a"
"Jalalabad","AF","Khyber Pass","PK","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:216-217","70.449997","34.416668","ADL1010821","71.166664","34.083332","ADL1014665","818","234","P000","tmcINm1550_052a"
"Jhelum","PK","Rohtas","PK","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:216-217","73.73333","32.933334","ADL3248527","73.583336","32.966667","ADL3260391","542","840","P000","tmcINm1550_053a"
"Jodhpur","IN","Pipar","IN","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:220-221","73.133","26.3","TGN7001822","73.6","26.333","TGN1076501","819","828","P000","tmcINm1550_054a"
"Kabul","AF","Qandahar","AF","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC3","Farooque 1977:56-57","69.183","34.517","TGN","65.717","31.617","TGN","75","131","P000","tmcINm1550_055a"
"Karnal","IN","Panipat","IN","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:216-217","76.967","29.683","TGN1075773","76.967","29.4","TGN7001574","820","827","P000","tmcINm1550_056a"
"Karnal","IN","Shahabad","IN","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:216-217","76.967","29.683","TGN1075773","76.9","30","OWT est","820","854","P000","tmcINm1550_057a"
"Khyber Pass","PK","Peshawar","PK","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:216-217","71.166664","34.083332","ADL1014665","71.550003","34.016666","ADL3258652","234","224","P000","tmcINm1550_058a"
"Kolaras","IN","Narwar","IN","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:220-221","77.6","25.233","TGN1075902","77.900002","25.65","ADL2427792","821","839","P000","tmcINm1550_059a"
"Kolaras","IN","Sironj","IN","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:220-221","77.6","25.233","TGN1075902","77.65","24.083","TGN1077006","821","834","P000","tmcINm1550_060a"
"Lahore","PK","Ludhiana","IN","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:216-217","74.312775","31.571388","ADL3252984","75.867","30.933","TGN1076040","555","822","P000","tmcINm1550_061a"
"Ludhiana","IN","Sirhind","IN","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:216-217","75.867","30.933","TGN1076040","76.467","30.65","TGN1077002","822","833","P000","tmcINm1550_062a"
"Mandu","IN","Udaipur","IN","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:220-221","75.4","22.367","TGN1076062","73.783","24.6","TGN1077218","823","838","P000","tmcINm1550_063a"
"Multan","IN","Uch","PK","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:216-217","71.48333","30.183332","ADL3256483","71.05","29.233","TGN1083844","105","837","P000","tmcINm1550_064a"
"Nandurbar","IN","Surat","IN","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:220-221","74.3","21.367","TGN1076367","72.833","21.167","TGN7001592","826","835","P000","tmcINm1550_065a"
"Panipat","IN","Sonepat","IN","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:216-217","76.967","29.4","TGN7001574","77.01667","28.983334","ADL2433863","827","841","P000","tmcINm1550_066a"
"Patna","IN","Rajmahal","IN","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC3","Farooque 1977:56-57","85.2","25.617","TGN7001575","87.817","25.05","TGN1076682","509","829","P000","tmcINm1550_067a"
"Pir Panjal Pass","PK","Srinagar","IN","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:216-217","74.51667","33.633331","ADL2430005","74.816","34.0833","Rigby 1984","652","154","P000","tmcINm1550_068a"
"Sehore","IN","Sironj","IN","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:220-221","77.083","23.2","TGN1076900","77.65","24.083","TGN1077006","830","834","P000","tmcINm1550_069a"
"frk02-tmc001214","IN","Agra","IN","N Agra;SW Ujjain;S Burhanpur","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC3","Farooque 1977:56-57","77.65","24.083","TGN1077006","78.01667","27.183332","ADL2410050","834","556","P000","tmcINm1550_073a"
"frk02-tmc001214","IN","Burhanpur","IN","N Agra;SW Ujjain;S Burhanpur","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC3","Farooque 1977:56-57","77.65","24.083","TGN1077006","76.233","21.3","TGN1074891","834","810","P000","tmcINm1550_074a"
"frk02-tmc001214","IN","Ujjain","IN","N Agra;SW Ujjain;S Burhanpur","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC3","Farooque 1977:56-57","77.65","24.083","TGN1077006","75.833","23.183","TGN","834","171","P000","tmcINm1550_075a"
"frk01-tmc001214","PK","Kabul","AF","Bhimbar;SE Lahore;NW Kabul;N Srinagar","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC3","Farooque 1977:56-57","72.833","33.75","TGN","69.183","34.517","TGN","163","75","P000","tmcINm1550_076a"
"frk01-tmc001214","PK","Lahore","PK","Bhimbar;SE Lahore;NW Kabul;N Srinagar","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC3","Farooque 1977:56-57","72.833","33.75","TGN","74.312775","31.571388","ADL3252984","163","555","P000","tmcINm1550_077a"
"frk01-tmc001214","PK","Srinagar","IN","Bhimbar;SE Lahore;NW Kabul;N Srinagar","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC3","Farooque 1977:56-57","72.833","33.75","TGN","74.816","34.0833","Rigby 1984","163","154","P000","tmcINm1550_078a"
"frk04-tmc001214","IN","Burhanpur","IN","E Surat;NE Ujjain;E Burhanpur","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC3","Farooque 1977:56-57","74.3","21.367","TGN1076367","76.233","21.3","TGN1074891","826","810","P000","tmcINm1550_079a"
"frk04-tmc001214","IN","Surat","IN","E Surat;NE Ujjain;E Burhanpur","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC3","Farooque 1977:56-57","74.3","21.367","TGN1076367","72.833","21.167","TGN7001592","826","835","P000","tmcINm1550_080a"
"frk04-tmc001214","IN","Ujjain","IN","E Surat;NE Ujjain;E Burhanpur","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC3","Farooque 1977:56-57","74.3","21.367","TGN1076367","75.833","23.183","TGN","826","171","P000","tmcINm1550_081a"
"frk05-tmc001214","IN","Ajmer","IN","NW xrd01-tmc001214;SW Udaipur;N Ajmer","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:220-221","74.316666","26.1","ADL2412697","74.667","26.483","TGN7001496","591","587","P000","tmcINm1550_082a"
"frk05-tmc001214","IN","Udaipur","IN","NW xrd01-tmc001214;SW Udaipur;N Ajmer","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:220-221","74.316666","26.1","ADL2412697","73.783","24.6","TGN1077218","591","838","P000","tmcINm1550_083a"
"frk06-tmc001214","IN","Mehsana","IN","SE Udaipur;NW Sirohi;SW Mehsana","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:220-221","73.533333","24.75","ADL2418340","72.4","23.6","TGN1076219","592","825","P000","tmcINm1550_084a"
"frk06-tmc001214","IN","Sirohi","IN","SE Udaipur;NW Sirohi;SW Mehsana","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:220-221","73.533333","24.75","ADL2418340","72.866669","24.883333","ADL2433538","592","843","P000","tmcINm1550_085a"
"frk06-tmc001214","IN","Udaipur","IN","SE Udaipur;NW Sirohi;SW Mehsana","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:220-221","73.533333","24.75","ADL2418340","73.783","24.6","TGN1077218","592","838","P000","tmcINm1550_086a"
"xrd01-tmc001214","IN","Ajmer","IN","NW Jodhpur;NE Ajmer;SW Sirohi;SE frk05-tmc001214","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:220-221","73.333336","25.766666","ADL2428832","74.667","26.483","TGN7001496","593","587","P000","tmcINm1550_087a"
"xrd01-tmc001214","IN","Jodhpur","IN","NW Jodhpur;NE Ajmer;SW Sirohi;SE frk05-tmc001214","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:220-221","73.333336","25.766666","ADL2428832","73.133","26.3","TGN7001822","593","819","P000","tmcINm1550_088a"
"xrd01-tmc001214","IN","Sirohi","IN","NW Jodhpur;NE Ajmer;SW Sirohi;SE frk05-tmc001214","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:220-221","73.333336","25.766666","ADL2428832","72.866669","24.883333","ADL2433538","593","843","P000","tmcINm1550_089a"
"xrd01-tmc001214","IN","frk05-tmc001214","IN","NW Jodhpur;NE Ajmer;SW Sirohi;SE frk05-tmc001214","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:220-221","73.333336","25.766666","ADL2428832","74.316666","26.1","ADL2412697","593","591","P000","tmcINm1550_090a"
"loc01-tmc001214","IN","Cambay","IN","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:220-221","73.199997","22.299999","ADL2436051","72.65","22.317","TGN7001525","590","811","P000","tmcINm1550_029a"
"Ghazni","AF","Qandahar","AF","nkn","nkn","rd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1550","1710","QC2","Farooque 1977:216-217","68.416664","33.549999","ADL1009245","65.717","31.617","TGN","514","131" ,"P000","tmcINm1550_070a"
