"NODE1","COUNTRY1","NODE2","COUNTRY2","DETAIL","USES","TYPE","ROLE","GOODS1","GOODS2","GOODS3","DIR","DIST","TRAVMODE","TRAVTIME","EARLYDATE","LATEDATE","DATAQLTY","SRC","LONG1","LAT1","COORDSRC1","LONG2","LAT2","COORDSRC2","NODEID1","NODEID2","PROBL","DATAID"
"Mecca","SA","Jiddah","SA","nkn","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","39.816666","21.450001","ADL3674396","39.200001","21.483334","ADL3672672","742","743","P000","tmcZMEm1300_024a"
"Mecca","SA","San'a","YE","nkn","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","39.816666","21.450001","ADL3674396","44.2067","15.3547","www.fallingrain.com","742","2089","P000","tmcZMEm1300_025a"
"San'a","YE","Aden","YE","nkn","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","44.2067","15.3547","www.fallingrain.com","44.8825","12.748333","ADL4328012","2089","853","P000","tmcZMEm1300_026a"
"Aden","YE","sealoc06-tmc050418","SD","entrance to Red Sea ","trd","sl","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","44.8825","12.748333","ADL4328012","43.2509","12.4679","OWT","853","2444","P000","tmcZMEm1300_027a"
"sealoc06-tmc050418","YE","sealoc05-tmc050418","SD","Red Sea ","trd","sl","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","43.2509","12.4679","OWT","38.81067","19.17048","OWT","2444","2438","P000","tmcZMEm1300_028a"
"sealoc05-tmc050418","SD","Jiddah","SA","Red Sea","trd","sl","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","38.81067","19.17048","OWT","39.200001","21.483334","ADL3672672","2438","743","P000","tmcZMEm1300_029a"
"sealoc05-tmc050418","SD","Aydhab","SD","Red Sea ","trd","sl","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","38.81067","19.17048","OWT","36.650002","22.233334","ADL3883805","2438","798","P000","tmcZMEm1300_030a"
"Jiddah","SA","Aydhab","SD","nkn","trd","sl","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","39.200001","21.483334","ADL3672672","36.650002","22.233334","ADL3883805","743","798","P000","tmcZMEm1300_031a"
"Aydhab","SD","Suez","EG","nkn","trd","sl","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","36.650002","22.233334","ADL3883805","32.55","29.9667","www.fallingrain.com","798","2391","P000","tmcZMEm1300_032a"
"Suez","EG","Cairo","EG","nkn","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","32.55","29.9667","www.fallingrain.com","31.25","30.05","TGN7001215","2391","871","P000","tmcZMEm1300_033a"
"Cairo","EG","Alexandria","EG","nkn  [no route indicated]","trd","rv","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","31.25","30.05","TGN7001215","31.25","30.05","TGN7001215","871","871","P001","tmcZMEm1300_034a"
"Alexandria","EG","sealoc01-tmc050418","EG","W Mediterranean","trd","sl","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","31.25","30.05","TGN7001215","25.69548","33.78335","OWT","871","2439","P000","tmcZMEm1300_035a"
"sealoc01-tmc050418","EG","sealoc02-tmc050418","CY","W and E Mediterranean","trd","sl","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","25.69548","33.78335","OWT","30.60695","34.7083","OWT","2439","2440","P000","tmcZMEm1300_036a"
"sealoc02-tmc050418","CY","Antakya","TR","E Mediterranean","trd","sl","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","30.60695","34.7083","OWT","36.116669","36.233334","ADL4067691","2440","1","P000","tmcZMEm1300_037a"
"sealoc02-tmc050418","CY","Beirut","LB","E Mediterranean","trd","sl","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","30.60695","34.7083","OWT","35.509724","33.871944","ADL2694488","2440","29","P000","tmcZMEm1300_038a"
"Beirut","LB","Damascus","SY","nkn","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","35.509724","33.871944","ADL2694488","36.299999","33.5","ADL3980022","29","48","P000","tmcZMEm1300_039a"
"Damascus","SY","loc03-tmc050418","IQ","?Hawijat Arban","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","36.299999","33.5","ADL3980022","42.3667","34.0833","www.fallingrain.com","48","2392","P000","tmcZMEm1300_040a"
"loc03-tmc050418","IQ","Raqqa","SY","?Hawijat Arban","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","42.3667","34.0833","www.fallingrain.com","39.0167","35.95","www.fallingrain.com","2392","2388","P000","tmcZMEm1300_041a"
"Raqqa","IQ","Aleppo","IQ","nkn","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","39.0167","35.95","www.fallingrain.com","37.166668","36.200001","ADL3980652","2388","231","P000","tmcZMEm1300_042a"
"Aleppo","SY","Antakya","TR","nkn","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","37.166668","36.200001","ADL3980652","36.116669","36.233334","ADL4067691","231","1","P000","tmcZMEm1300_043a"
"loc03-tmc050418","IQ","Baghdad","IQ","?Hawijat Arban","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","42.3667","34.0833","www.fallingrain.com","44.39389","33.338612","adlgaz-1-2538676-6c","2392","1635","P000","tmcZMEm1300_044a"
"Baghdad","IQ","An Najaf","IQ","nkn","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","44.39389","33.338612","adlgaz-1-2538676-6c","44.3514","31.9922","www.fallingrain.com","1635","2390","P000","tmcZMEm1300_045a"
"An Najaf","IQ","Medina","SA","nkn","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","44.3514","31.9922","www.fallingrain.com","39.614166","24.468611","ADL3665740","2390","767","P000","tmcZMEm1300_046a"
"Mecca","IQ","loc04-tmc050418","SA","?Unayzah","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","39.816666","21.450001","ADL3674396","43.9797","26.0956","www.fallingrain.com","742","2397","P000","tmcZMEm1300_047a"
"loc04-tmc050418","SA","Riyadh","SA","?Unayzah","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","43.9797","26.0956","www.fallingrain.com","46.7728","24.6408","www.fallingrain.com","2397","2394","P000","tmcZMEm1300_048a"
"loc04-tmc050418","SA","Basra","IQ","?Unayzah","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","43.9797","26.0956","www.fallingrain.com","47.819168","30.494167","ADL2536896","2397","619","P000","tmcZMEm1300_049a"
"Riyadh","SA","Muscat","OM","nkn","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","46.7728","24.6408","www.fallingrain.com","58.5933","23.6133","www.fallingrain.com","2394","2398","P000","tmcZMEm1300_050a"
"Muscat","OM","sealoc11-tmc050418","OM","E of Oman ","trd","sl","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","58.5933","23.6133","www.fallingrain.com","60.7656","22.2091","OWT","2398","2447","P000","tmcZMEm1300_051a"
"sealoc11-tmc050418","OM","sealoc10-tmc050418","OM","E and S of Oman","trd","sl","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","60.7656","22.2091","OWT","58.1626","17.9518","OWT","2447","2446","P000","tmcZMEm1300_052a"
"sealoc10-tmc050418","OM","Dhufar","OM","S of Oman","trd","sl","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","58.1626","17.9518","OWT","54.45","17.0333","www.fallingrain.com","2446","104","P000","tmcZMEm1300_053a"
"Dhufar"," OM","sealoc09-tmc050418","YE","S of Yemen","trd","sl","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","54.45","17.0333","www.fallingrain.com","52.4378","14.8491","OWT","104","2445","P000","tmcZMEm1300_054a"
"sealoc09-tmc050418","YE","Ash Shihr","YE","S of Yemen","trd","sl","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","52.4378","14.8491","OWT","49.6069","14.7608","www.fallingrain.com","2445","2389","P000","tmcZMEm1300_055a"
"Ash Shihr","YE","sealoc08-tmc050418","YE","W Indian Ocean","trd","sl","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","49.6069","14.7608","www.fallingrain.com","47.23008","12.53161","OWT","2389","2441","P000","tmcZMEm1300_056a"
"sealoc08-tmc050418","YE","Aden","YE","W Indian Ocean","trd","sl","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","47.23008","12.53161","OWT","44.8825","12.748333","ADL4328012","2441","853","P000","tmcZMEm1300_057a"
"Aden","YE","Cochin","IN","nkn","trd","sl","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","44.8825","12.748333","ADL4328012","76.2333","9.9667","www.fallingrain.com","853","2409","P000","tmcZMEm1300_058a"
"Dhufar"," OM","sealoc07-tmc050418","SO","route to E. Africa","trd","sl","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","54.45","17.0333","www.fallingrain.com","51.20412","5.02679","OWT","104","2442","P000","tmcZMEm1300_059a"
"Muscat","OM","sealoc12-tmc050418","IR","S of Iran","trd","sl","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","58.5933","23.6133","www.fallingrain.com","56.9802","25.6004","OWT","2398","2457","P000","tmcZMEm1300_060a"
"Bandar Abbas","IR","sealoc13-tmc050418","IR","Persian Gulf; S of Iran","trd","sl","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","56.261944","27.218611","ADL2442929","54.1631","25.8891","OWT","635","2448","P000","tmcZMEm1300_061a"
"sealoc13-tmc050418","IR","Siraf","IR","Persian Gulf; S of Iran","trd","sl","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","54.1631","25.8891","OWT","52.361389","27.686111","ADL2487826","2448","633","P000","tmcZMEm1300_062a"
"Siraf","IR","sealoc14-tmc050418","IR","Persian Gulf; W of Iran","trd","sl","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","52.361389","27.686111","ADL2487826","51.0536","27.7651","OWT","633","2449","P000","tmcZMEm1300_063a"
"sealoc14-tmc050418","IR","Bushire","IR","Persian Gulf; W of Iran","trd","sl","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","51.0536","27.7651","OWT","50.8381","28.975","www.fallingrain.com","2449","2387","P000","tmcZMEm1300_064a"
"Bushire","IR","Basra","IQ","nkn","trd","sl","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","50.8381","28.975","www.fallingrain.com","47.819168","30.494167","ADL2536896","2387","619","P000","tmcZMEm1300_065a"
"Basra","IQ","Baghdad","IQ","nkn","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","47.819168","30.494167","ADL2536896","44.39389","33.338612","adlgaz-1-2538676-6c","619","1635","P000","tmcZMEm1300_066a"
"Bushire","IR","Shiraz","IR","nkn","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","50.8381","28.975","www.fallingrain.com","52.538612","29.615","ADL2485555","2387","642","P000","tmcZMEm1300_067a"
"Shiraz","IR","Isfahan","IR","nkn","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","52.538612","29.615","ADL2485555","51.672501","32.655277","ADL2453020","642","644","P000","tmcZMEm1300_068a"
"Isfahan","IR","Kashan","IR","nkn","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","51.672501","32.655277","ADL2453020","51.447498","33.983612","ADL2464220","644","668","P000","tmcZMEm1300_069a"
"Kashan","IR","Tehran","IR","nkn","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","51.447498","33.983612","ADL2464220","51.4244","35.6719","www.fallingrain.com","668","2164","P000","tmcZMEm1300_070a"
"Tehran","IR","Qazvin","IR","nkn","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","51.4244","35.6719","www.fallingrain.com","50.016945","36.262222","ADL2478486","2164","125","P000","tmcZMEm1300_071a"
"Qazvin","IR","loc05-tmc050418","IR","?Takestan","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","50.016945","36.262222","ADL2478486","49.6989","36.0625","www.fallingrain.com","125","2393","P000","tmcZMEm1300_072a"
"loc05-tmc050418","IR","Hamadan","IR","?Takestan","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","49.6989","36.0625","www.fallingrain.com","48.583","34.767","TGN","2393","59","P000","tmcZMEm1300_073a"
"Hamadan","IR","Kermanshah","IR","nkn","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","48.583","34.767","TGN","47.067","34.317","TGN","59","21","P000","tmcZMEm1300_074a"
"Kermanshah","IR","Baghdad","IR","nkn","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","47.067","34.317","TGN","44.39389","33.338612","adlgaz-1-2538676-6c","21","1635","P000","tmcZMEm1300_075a"
"loc05-tmc050418","IR","Tabriz","IR","?Takestan","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","49.6989","36.0625","www.fallingrain.com","46.291943","38.080002","ADL2487726","2393","240","P000","tmcZMEm1300_076a"
"Tabriz","IR","loc06-tmc050418","TR","?Dogubayazit","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1600","QC4","Michell 1978:map","46.291943","38.080002","ADL2487726","44.0842","39.5469","www.fallingrain.com","240","239","P000","tmcZMEm1300_077a"
